,movieCd,companyCd,companyNm,companyNmEn,companyPartNm
2,19420001,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사
3,19420001,20100467,(주)율가필림,,수입사
0,20060048,20101256,실버 픽쳐스,Silver Pictures,제작사
1,20060048,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
2,20060048,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사
3,20060048,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사
0,20196410,20141519,(주)매그넘나인,MAGNUM9,제작사
1,20196410,20123218,(주)씨제스엔터테인먼트,C-JeS Entertainment,제작사
2,20196410,20142551,씨네주 유한회사,,제작사
3,20196410,20100103,(주)쇼박스,Showbox Corp,배급사
4,20196410,20100103,(주)쇼박스,Showbox Corp,제공
5,20196410,20100103,(주)쇼박스,Showbox Corp,해외세일즈사
0,19970284,20104500,폴리그램 필름드 엔터테인먼트,PolyGram Filmed Entertainment,제작사
1,19970284,20100320,(주)서우영화사 ,,수입사
0,20226879,20203082,씨제이포디플렉스 주식회사,,제작사
1,20226879,20063188,씨제이 씨지브이(CJ CGV)(주),CJ CGV,배급사
2,20226879,20203082,씨제이포디플렉스 주식회사,,배급사
0,20211382,20142791,(주)준필름,JUNE Film,제작사
1,20211382,20160021,트윈플러스파트너스(주),,배급사
2,20211382,20142791,(주)준필름,JUNE Film,제공
0,19770022,20100023,서울동화,,제작사
0,20211219,20228946,원픽쳐스,,제작사
1,20211219,20228946,원픽쳐스,,배급사
0,20208721,20204403,(주)베러투모로우,,제작사
1,20208721,20218341,나로픽처스(주),,제작사
2,20208721,20142369,(유)조이앤시네마,JOY N CINEMA,제작사
3,20208721,20139196,TCO(주)더콘텐츠온,THE CONTENTS ON,배급사
4,20208721,20161101,(주)제이앤씨미디어그룹,,배급사
5,20208721,20161101,(주)제이앤씨미디어그룹,,제공
0,19520022,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
0,19960057,20100658,배창호프로덕션,,제작사
0,19990082,20100658,배창호프로덕션,,제작사
1,19990082,20061324,영화인,,배급사
2,19990082,20100548,영화진흥위원회,Korean Film Council (KOFIC),제공
0,20020141,20101521,디엔딩닷컴,,제작사
1,20020141,20100545,(주)명필름,Myung Films,제작사
2,20020141,20100109,CJ ENM,CJ ENM,제공
3,20020141,20124575,디스커버리창업투자(주),,공동제공
4,20020141,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
5,20020141,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
6,20020141,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
0,19920366,20101343,티그 프로덕션,Tig Productions,제작사
1,19920366,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사
2,19920366,20100285,판씨네마(주),Pancinema Corp.,배급사
3,19920366,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사
4,19920366,20100285,판씨네마(주),Pancinema Corp.,수입사
0,19990138,20102087,베드포드폴스프로덕션즈,Bedford Falls Productions,제작사
1,19990138,20104369,미라맥스 필름즈,Miramax Films,제작사
2,19990138,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
3,19990138,20104540,UIP,UIP,수입사
0,19960318,20101378,유나이티드 아티스트,United Artists,제작사
1,19960318,20100508,(주)지맥엔터프라이즈,,수입사
0,19860124,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
1,19860124,20102296,이탈리안인터내셔널필름,Italian International Film,제작사
0,19610001,20101243,세븐 아트 프로덕션,Seven Arts Productions,제작사
1,19610001,20111932,미리쉬 코퍼레이션,Mirisch Corporation,제작사
2,19610001,20111931,베타 프로덕션,Beta Productions,제작사
3,19610001,20100467,(주)율가필림,,수입사
0,20183772,20100545,(주)명필름,Myung Films,제작사
1,20183772,20218481,(주)스튜디오루머,,제작사
2,20183772,20218361,전태일재단,,제작사
3,20183772,20190561,유한회사 질라라비,Zealarabi-Pictures Co. Ltd.,제작사
4,20183772,20218461,영화 <태일이> 1970인 제작위원,,제작사
5,20183772,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
0,20204117,20160941,(주)덱스터스튜디오,"Dexter Studios Co., Ltd.",제작사
1,20204117,20100374,(주)외유내강,Filmmaker R & K,제작사
2,20204117,20186561,(주)필름케이,filmK,제작사
3,20204117,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,배급사
4,20204117,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,제공
0,20219745,20114875,KBS,KBS,제작사
1,20219745,20172721,커넥트픽쳐스(주),CONNECT PICTURES INC.,제작사
2,20219745,20172721,커넥트픽쳐스(주),CONNECT PICTURES INC.,배급사
3,20219745,20111211,(주)케이티알파,kt alpha,해외세일즈사
0,20225956,20172802,아이 엠,eye m,제작사
1,20225956,20172802,아이 엠,eye m,배급사
0,20100222,20101150,승암관필름팩토리,SeungAmKwan Film Factory,제작사
1,20100222,20063255,(주)드림웨스트픽쳐스,,배급사
2,20100222,20101150,승암관필름팩토리,SeungAmKwan Film Factory,해외세일즈사
0,20212392,20229103,주마등필름,,제작사
1,20212392,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
0,20224494,20100572,한국영화아카데미,Korean Academy of Film Arts(KAFA),제작사
1,20224494,20228951,(주)더쿱디스트리뷰션,THE COUP DISTRIBUTION,배급사
2,20224494,20100548,영화진흥위원회,Korean Film Council (KOFIC),제공
0,20224757,20228870,주식회사 티에스나린시네마,T.S Narincinema,제작사
1,20224757,20228846,주식회사 엔픽플,Npick+,배급사
2,20224757,20160021,트윈플러스파트너스(주),,배급사
3,20224757,20228846,주식회사 엔픽플,Npick+,제공
0,20050210,20104311,마필름,Mafilm,제작사
1,20050210,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,수입사
0,20225114,20156248,(주)스튜디오게일,STUDIO GALE,제작사
1,20225114,20205722,(주)대교 미디어콘텐츠사업본부,,배급사
0,20000272,20101851,아르고스필름즈,Argos Films,제작사
1,20000272,20104448,오시마 프로덕션즈,Oshima Productions,제작사
2,20000272,20100467,(주)율가필림,,수입사
0,20218527,20140888,모티브픽쳐스(주),,제작사
1,20218527,20101107,(주)재크필름,Jackfilm,제작사
2,20218527,20205801,(주)씨네필운,cinepirun,배급사
0,20226579,20191381,(주)캐리소프트,,제작사
1,20226579,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,배급사
0,20178501,20063209,(주)더타워픽쳐스,The Tower Pictures,제작사
1,20178501,20124236,이십세기폭스 인터내셔널 프로덕션,20th Century Fox International Productions,제작사
2,20178501,20173642,(주)리버픽쳐스,,제작사
3,20178501,20228966,(주)마인드마크,MINDMARK Inc.,배급사
4,20178501,20124236,이십세기폭스 인터내셔널 프로덕션,20th Century Fox International Productions,제공
0,20204548,20229048,주식회사 빅펀치픽쳐스,,제작사
1,20204548,20063279,(주)홍필름,Hong Film,제작사
2,20204548,20138935,(주)비에이엔터테인먼트,B.A. Entertainment,제작사
3,20204548,20202927,주식회사 에이비오엔터테인먼트,"ABO Entertainment Co., Ltd.",배급사
4,20204548,20141469,메가박스중앙(주)플러스엠,Megabox Plus M,배급사
5,20204548,20202927,주식회사 에이비오엔터테인먼트,"ABO Entertainment Co., Ltd.",제공
6,20204548,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,해외세일즈사
7,20204548,20202927,주식회사 에이비오엔터테인먼트,"ABO Entertainment Co., Ltd.",투자조합
0,20040556,20104369,미라맥스 필름즈,Miramax Films,제작사
1,20040556,20101552,어맨드어파트,A Band Apart,제작사
2,20040556,20100109,CJ ENM,CJ ENM,배급사
3,20040556,20100057,㈜에스앤엠코리아,S&M Korea,수입사
0,20225897,20229161,디파이언트,,제작사
1,20225897,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
0,20185361,20122736,(주)영화사울림,Woollim,제작사
1,20185361,20229111,(주)영화사바른,barunpictures,제작사
2,20185361,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
3,20185361,20111211,(주)케이티알파,kt alpha,제공
4,20185361,20139617,(주)리틀빅픽쳐스,Little Big Pictures,제공
5,20185361,20142968,(주)콘텐츠판다,CONTENTS PANDA,해외세일즈사
0,20185161,20154448,(주)26컴퍼니,,제작사
1,20185161,20229111,(주)영화사바른,barunpictures,제작사
2,20185161,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사
3,20185161,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제공
4,20185161,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20175441,20154448,(주)26컴퍼니,,제작사
1,20175441,20229111,(주)영화사바른,barunpictures,제작사
2,20175441,20100410,오퍼스픽쳐스(유),OPUS Pictures,배급사
3,20175441,20100410,오퍼스픽쳐스(유),OPUS Pictures,제공
4,20175441,20100410,오퍼스픽쳐스(유),OPUS Pictures,해외세일즈사
0,20188393,20154448,(주)26컴퍼니,,제작사
1,20188393,20229111,(주)영화사바른,barunpictures,제작사
2,20188393,20111081,(주)스마일이엔티,Smile Ent.,배급사
3,20188393,20111541,(주)아이엠비씨,iMBC,제공
4,20188393,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,해외세일즈사
0,20215048,20216621,워스트케이스 시나리오,Worst-case Scenario,제작사
1,20215048,20154728,주식회사 씨엠닉스,CMNIX,배급사
0,20208446,20062083,(주)케이퍼필름,Caper Film,제작사
1,20208446,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사
2,20208446,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
0,20226207,20139236,(주)에스엠 컬처앤콘텐츠,SM C&C,제작사
1,20226207,20063188,씨제이 씨지브이(CJ CGV)(주),CJ CGV,배급사
0,20173826,20142549,(주)메가커뮤니케이션즈,,제작사
1,20173826,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,배급사
2,20173826,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,제공
3,20173826,20104345,(주)에임하이글로벌,AIMHIGH GLOBAL Corp.,공동제공
4,20173826,20122482,캐피탈원(주),,공동제공
0,20225186,20217061,(주)아센디오,"ASCENDIO., CO. LTD",제작사
1,20225186,20187041,(주)씨네마로엔터테인먼트,,제작사
2,20225186,20100514,(주)아이에이치큐,"iHQ, Inc.",배급사
3,20225186,20229026,(주)영화사 륙,,배급사
4,20225186,20205801,(주)씨네필운,cinepirun,배급사
5,20225186,20217061,(주)아센디오,"ASCENDIO., CO. LTD",제공
6,20225186,20100514,(주)아이에이치큐,"iHQ, Inc.",제공
0,20225190,20020113,(주)오콘,Ocon,제작사
1,20225190,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사
0,20201815,20100340,(주)수필름,SOO FILM,제작사
1,20201815,20061718,찬란,Challan Film,배급사
2,20201815,20216542,콘텐츠웨이브(주),Wavve,제공
3,20201815,20103412,(주)MBC,MBC,제공
0,19950040,20100316,㈜익영영화,Ik Young Co. Ltd. ,제작사
0,19920077,20100092,거인영상(주),GIBS,제작사
0,20217982,20229042,쟈니브로스(주),ZANYBROS,제작사
1,20217982,20141469,메가박스중앙(주)플러스엠,Megabox Plus M,제작사
2,20217982,20141469,메가박스중앙(주)플러스엠,Megabox Plus M,배급사
3,20217982,20141469,메가박스중앙(주)플러스엠,Megabox Plus M,제공
0,19780066,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19780066,20122837,(주)팝엔터테인먼트,Pop Entertainment,배급사
2,19780066,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사
3,19780066,20063058,(주)피터팬픽쳐스,Peterpan Pictures,수입사
4,19780066,20101016,우성사,,수입사
5,19780066,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공
0,20217769,20124237,(주)엠씨엠씨,MCMC,제작사
1,20217769,20142968,(주)콘텐츠판다,CONTENTS PANDA,배급사
2,20217769,20142968,(주)콘텐츠판다,CONTENTS PANDA,제공
0,20223986,20228941,쉼표,,제작사
1,20223986,20228941,쉼표,,배급사
0,20136057,20100834,(주)하리마오픽쳐스,HARIMAO PICTURES,제작사
1,20136057,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20136057,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공
3,20136057,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,해외세일즈사
0,20129370,20123063,(주)빅스톤픽쳐스,BIGSTONEPICTURES,제작사
1,20129370,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사
2,20129370,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
3,20129370,20100109,CJ ENM,CJ ENM,해외세일즈사
0,20090077,20100450,영화사 집,ZIP CINEMA,제작사
1,20090077,20100109,CJ ENM,CJ ENM,배급사
2,20090077,20114895,그린손해보험(주),"Green non-life insurance co,. Ltd",공동제공
3,20090077,20114841,베넥스영화전문투자조합,,공동제공
4,20090077,20061361,소빅창업투자(주),,공동제공
5,20090077,20114894,(주)대명문화공장,"Daemyung Culture Factory Co., Ltd.",공동제공
6,20090077,20100906,유나이티드픽처스(주),United Pictures,해외세일즈사
7,20090077,20062524,(주)에이지웍스,AZworks,제작서비스-시각효과/특수효과
8,20090077,20141399,(주)포스크리에이티브파티,"4th Creative Party Co., Ltd.",제작서비스-시각효과/특수효과
0,19970099,20104369,미라맥스 필름즈,Miramax Films,제작사
1,19970099,20142849,(주)영화사오원,,배급사
2,19970099,20142849,(주)영화사오원,,수입사
3,19970099,20100320,(주)서우영화사 ,,수입사
0,19860130,20104367,미라지,Mirage,제작사
1,19860130,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
0,19980230,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19980230,20100467,(주)율가필림,,수입사
0,20224882,20161022,(주)영화사 금월,Goldmoon,제작사
1,20224882,20161781,(주)스튜디오앤뉴,,제작사
2,20224882,20101149,(주)페퍼민트앤컴퍼니,"Peppermint&company, Inc.",제작사
3,20224882,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사
4,20224882,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,제공
0,20209945,20158092,DGC,,제작사
1,20209945,20100631,(주)영화사 진진,JINJIN Pictures,배급사
0,20209269,20063101,플라잉타이거픽처스,Flying Tiger Pictures,제작사
1,20209269,20100631,(주)영화사 진진,JINJIN Pictures,배급사
2,20209269,20063101,플라잉타이거픽처스,Flying Tiger Pictures,제공
3,20209269,20100631,(주)영화사 진진,JINJIN Pictures,공동제공
4,20209269,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20225180,20229125,(주)테이크원스튜디오,TAKEONE STUDIO,제작사
1,20225180,20216561,(주)스튜디오디에이치엘,Studio dhL inc.,배급사
0,19958426,20100043,워너브러더스 코리아(주),Warner Bros. Korea,제작사
1,19958426,20142849,(주)영화사오원,,배급사
2,19958426,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,수입사
3,19958426,20100961,오스카픽쳐스,,수입사
0,19890091,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
1,19890091,20102425,캐논 그룹,Cannon Group,배급사
2,19890091,20100483,(주)대동흥업,,수입사
0,20060170,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,20060170,20122837,(주)팝엔터테인먼트,Pop Entertainment,배급사
2,20060170,20063058,(주)피터팬픽쳐스,Peterpan Pictures,배급사
3,20060170,20063058,(주)피터팬픽쳐스,Peterpan Pictures,수입사
4,20060170,20100467,(주)율가필림,,수입사
0,19960059,20100499,(주)신씨네,"ShinCine Communications Co., Ltd.",제작사
1,19960059,20139475,유영분장,Yuyoung Makeup,제작서비스-분장/헤어
2,19960059,20111553,(주)케이제이네트,KJ-net,프로덕션 서비스
0,20224476,20100572,한국영화아카데미,Korean Academy of Film Arts(KAFA),제작사
1,20224476,20203701,(주)블루라벨픽쳐스,Bluelabel Pictures,배급사
2,20224476,20229122,디스트릭 몽,,배급사
3,20224476,20100548,영화진흥위원회,Korean Film Council (KOFIC),제공
0,20225002,20205341,(주)지티지그룹,GTG Group,제작사
1,20225002,20205341,(주)지티지그룹,GTG Group,배급사
2,20225002,20141088,와이드 릴리즈(주),Wide Release,배급사
0,20224720,20229121,드림채널,,제작사
1,20224720,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,배급사
2,20224720,20203241,주식회사 블루필름웍스,Blue Film Works,배급사
3,20224720,20137115,(주)인터파크,,제공
4,20224720,20218521,(주)아크메,,공동제공
5,20224720,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,공동제공
0,20204845,20217723,(주)마스터원엔터테인먼트,,제작사
1,20204845,20139196,TCO(주)더콘텐츠온,THE CONTENTS ON,제작사
