movieId,adult,popularity,originalTitle,overview,tagline,openDt,posterPath,directorId,genreId,countryId,runtime
58781,0,0.442155,31 North 62 East,A psychological thriller about how an elite SAS unit's position is revealed by the British Prime Minister to ensure an arms deal goes ahead and to secure his re-election.,Too Close To The Truth,2009-09-18,/ctFWTzcSoiMGLfrUujzJRjiYKv0.jpg,0,53,GB,121
58790,0,0.863501,Blood Tide,An adventurer hunting for treasure in Greece accidentally frees a monster that forces local villagers to sacrifice virgins,Evil lurks in the Ocean Depths,1982-09-01,/qDrHstZ1UIoozBDZfQXWxBGATKs.jpg,0,12,GB,82
58799,0,0.275289,Christmas Eve,The greedy nephew of eccentric Matilda Reid seeks to have her judged incompetent so he can administer her wealth; but she will be saved if her three long-lost adopted sons appear for a Christmas Eve reunion. Separate stories reveal Michael as a bankrupt playboy loved by loyal Ann; Mario as a seemingly shady character tangling with a Nazi war criminal in South America; Jonathan as a hard-drinking rodeo rider intent on a flirtatious social worker. Is there hope for Matilda?,,1947-10-31,/ijgDb7aAIBpoxD857yJirNxaBfZ.jpg,78053,35,US,93
58882,0,2.00383,Snow Flower and the Secret Fan,A story set in 19th century China and centered on the lifelong friendship between two girls who develop their own secret code as a way to contend with the rigid cultural norms imposed on women.,,2011-07-15,/gAF957pT3g8kXCn8kGgo4FKIgy1.jpg,39819,18,CN,104
58918,0,0.359651,Backflash,A woman is released from prison and heads home to help outwit a local mob boss and pull off the scam of a lifetime.,There's Nothing Real In This... But The Money.,2002-01-22,/bg137DfGtUNDhZ2C4FAnVoQMK9L.jpg,0,80,US,90
58920,0,0.34846,Lost in a Harem,Two bumbling magicians help a Middle Eastern prince regain his rightful throne from his despotic uncle.,Were You Ever In a Harem? WOW!,1944-12-01,/w87flnhZ6RvU0aXwqk4oTvhwarQ.jpg,0,35,US,89
58995,0,1.13269,Night Crossing,Two men want to escape from East Germany (under Communist rule) but they will only go if they can take their families with them. Based on a true story.,,1982-02-05,/hoORrmolVXIgkb1JtN1cWfde5sC.jpg,67451,12,GB,107
59065,0,2.00538,Route Irish,A private security contractor in Iraq rejects the official explanation of his friend's death and decides to investigate.,The most dangerous road in the world conceals an even deadlier secret.,2011-03-16,/gJsIdYIpnVe1p4d283PE2QPax2E.jpg,15488,18,GB,109
59087,0,8.2538,5 Fingers,During WWII the valet to the British Ambassador to Ankara sells British secrets to the Germans while trying to romance a refugee Polish countess.,,1952-02-22,/mbnudhHFOICdqVp3DIMETQJpWzq.jpg,10601,18,US,108
59101,0,0.301024,Confessions of an Opium Eater,Vincent Price stars in this early '60s adaptation of Thomas De Quincey's thriller about an opium addict trying to solve a mystery in San Francisco's Chinatown.,Take one daring step beyond the threshold of your own imagination.,1962-06-20,/30WLWMqzrpzsJjrnXo8aXcbeEhc.jpg,0,18,US,85
59115,0,4.52061,Quarantine 2: Terminal,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,The most deadly mutant virus just went airborne... and escape is not an option.,2011-06-16,/oyDKxHiAqOrH6hN48OE5nyXdA6g.jpg,0,27,US,86
59126,0,0.007914,The Holy Modal Rounders: Bound to Lose,A look back on the weird and wasted career of the Holy Modal Rounders.,,2007-12-07,,0,99,US,87
59158,0,0.670124,The Death Kiss,The Death Kiss re-unites three of the stars of Dracula in a Hollywood movie-set murder mystery.,Movie star Murdered. Killer on the Loose,1932-12-05,/wKblRIOCaKsTskFGZBpqgKMAlcJ.jpg,78053,27,US,75
59181,0,0.585177,H.O.T.S.,Four girls spurned by the popular Sorority on campus decide to start their own and steal all the men on campus away from the house that rejected them.,Some like it H.O.T.S.!,1979-05-01,/rB9pJnCn5LAsFL14ROlp9PEjQar.jpg,0,35,US,98
59189,0,3.19423,Phase IV,Arizona ants mock the food chain on their way to a desert lab to get two scientists and a woman.,Adapt or die.,1974-09-01,/6KjWYe7fZlEdnBY5pdRjrexlTMg.jpg,19460,53,GB,86
59191,0,1.15186,Eloise at Christmastime,Eloise insists on helping with yuletide nuptials.,,2003-11-23,/uBm2QXjmBHN10n68MANWoRw8bMu.jpg,15775,10751,US,89
59199,0,1.25122,World Traveler,After hitting the road a man encounters characters that make him realize the importance of family.,,2002-01-17,/cUGPuNhZ7nwzQtvH78LFkHuued6.jpg,0,18,US,0
59231,0,0.785882,The Rain People,A housewife who feels trapped leaves home and takes up with a hitchhiker.,,1969-08-27,/3jTs0eJ7rb59rEZpQvhGpJApjUb.jpg,1776,18,US,101
59238,0,2.62368,Jesse Stone: Innocents Lost,Jesse investigates the suspicious death of a young friend while the police force deals with the arrogant new police chief who is the son-in-law of a town councilman.,,2011-05-21,/hCAAPF3dUDSuUgUMtTtDBoQMuB8.jpg,0,10770,US,90
59356,0,0.572949,This Unnameable Little Broom,Stop-motion animated short film in which a puppet on a trike captures a puppet bird-man.,,1985-01-01,/5ojEgfxp9cElOSpwnlv1Zg9jCCI.jpg,0,16,GB,11
59392,0,1.07286,Contraluz,Several characters who are each at critical stages of their lives are strangely impelled towards an uncharted lake in the middle of the desert where they all have the opportunity to save each other.,,2010-07-10,/8M4pnVh7xRpLeo9em8yV4z9o2co.jpg,1045477,18,PT,90
59401,0,1.34014,The Red Badge of Courage,Truncated adaptation of Stephen Crane's novel about a Civil War Union soldier who stuggles to find the courage to fight in the heat of battle.,Stephen Crane's Great American Story of the Civil War,1951-03-16,/sFb3Ik6IvIlbFVX1bmFN52je2mr.jpg,6593,28,US,69
59436,0,11.4326,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,,2011-05-11,/xxSopLYATHXSepXcEaBh9Gazv6p.jpg,1243,14,ES,94
59589,0,0.224115,Mr. Moto in Danger Island,Danger has a special sparkle when Mr. Moto heads to Puerto Rico to put a stop to the glut of contraband diamonds that are flooding the world's jewel market! But his smuggling investigation quickly turns into a murder mystery when both an undercover government agent and a top political figure wind up dead??and Moto begins to suspect that he is going to need a gem of a plan... to put these crooks on ice!,HUNTED BY THE POLICE!...STALKED BY A KILLER!,1939-04-07,/bkMNJ79b0tuID4cbWuWunCHJtvF.jpg,0,80,US,64
59678,0,9.93263,Attack the Block,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,Inner City vs. Outer Space,2011-05-12,/n2qLb5UPj0sKUnlzkthp30wM0g2.jpg,155531,28,GB,88
59722,0,7.50426,2012: Ice Age,Tells the story of a man trying to get his family to safety after a glacier causes havoc in New York.,A World Frozen Over ... A Family Torn Apart.,2011-06-27,/o1qvsFNVMfzPvfzCUCOeaGiQhOo.jpg,0,28,US,91
59726,0,3.093,Wake Wood,The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.,Beware Those You Love the Most,2011-03-25,/5qGmSxKYJGhGDkR9zTJ07dQY39J.jpg,0,18,IE,90
59833,0,0.047829,Stakeout on Dope Street,Three teens get into the drug business when they discover heroin in a stolen briefcase.,Screen's First Blazing Story of Kids Who Go Rumbling Down Dope Street!,1958-05-03,/xpMRPnGPGmg1Gm8sXkPicnqVerb.jpg,10930,80,US,89
59838,0,0.149068,Critic's Choice,Bob Hope is a New York theater critic and his wife (Lucille Ball in their final motion picture pairing) writes a play that may or may not be very good. Now Hope must either get out of reviewing the play or cause the breakup of his marriage. Based on the Broadway play by Ira Levin.,Everybody's 'choice' for a great big wonderful time!,1963-04-13,/6MmweaOU2EGQcwNCJuTC8V4p3Rf.jpg,0,35,US,100
59860,0,8.34835,Monte Carlo,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,She's having the time of someone else's life.,2011-07-01,/dcbqyycrWA56HXq5lm41HYuED8Y.jpg,56789,12,HU,109
59908,0,0.240738,Daddy and the Muscle Academy,Tom of Finland is one of the gay world's few authentic icons. His drawings have had an enormous influence on gay identity. Tom's ultimate leather men are known and seen everywhere. They are symbols of gay pride and friendship. The documentary includes some titillating 'enactments' inspired by Tom's art work.,,1991-10-17,/gRhYHGWe0Of7kKOtrLpTe18ccXB.jpg,0,99,FI,58
59930,0,0.613335,The Inkwell,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,Summer's Never Been So Much Fun!,1994-04-22,/uINVYNlnCbSLCkqveGwj7j4oFTf.jpg,0,35,US,110
59962,0,12.3666,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,It's SPY Against SPY,2012-02-14,/8eqEw3NGdqAfGtHyCTiuoMb4RrM.jpg,36425,28,US,103
59965,0,10.5121,Abduction,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,They stole his life. He's taking it back.,2011-09-22,/cUT6NQP5LAJpmUoStGtXmvNt4zA.jpg,6482,53,US,106
59995,0,0.854778,Wild Tigers I Have Known,A lyrical telling of the coming of age of a 13-year-old boy who learns to cope with his new found sexuality and his unrequited love for the cool kid in school.,,2006-07-12,/jfpuTa2NHNfxmHFe84cSuuYA6HU.jpg,0,18,US,88
60062,0,2.32139,Judy Moody and the Not Bummer Summer,Third-grader Judy Moody sets out to have the most thrilling summer of her life.,Supermegatotally thrilladelic,2011-06-10,/cSWCave1R0D26XSxWdXMMnjvacC.jpg,79656,35,US,91
60140,0,0.284479,Allotment Wives,Unscrupulous women marry servicemen for their pay.,They're Pretty To Look At . . . But POISON To Love!,1945-11-08,/mPNInDkdsGI0fl3vCPxvAOCxFVx.jpg,89226,18,US,80
60238,0,0.011778,Hidden Secrets,A young man finds himself torn between his current girlfriend and an old flame at a funeral of friend where lifestyles and attitudes clash over a long weekend in this faith-based dramedy.,,2006-10-06,/mBlcH8dHet3K7iP44QAZrIU9ubF.jpg,0,35,US,0
60285,0,1.49303,Alvarez Kelly,A suave Mexican cattleman inadvertently gets involved in the Civil War.,Carving a legend of greatness from the Blue Ridge to the Rio Grande !,1966-10-01,/9IRDS4zsAZWo0ecb5JRPaj8TXSZ.jpg,64114,28,US,116
60315,0,0.312707,High School,Documentary filmmaker Frederick Wiseman takes us inside Northeast High School as a fly on the wall to observe the teachers and how they interact with the students.,,1968-05-01,/7VX3LgmT87rDYAndBWhj1mn15yq.jpg,138006,99,US,75
60364,0,0.179601,The Nazis - A Warning From History,An examination of how a cultured people could have allowed Hitler's rise to power.,,1997-09-10,/lT4O3iebPnz1gBxxXP8qubh0tCp.jpg,0,99,GB,289
60410,0,0.336057,Remote Control,A video store clerk stumbles onto an alien plot to take over earth by brainwashing people with a bad '50s science fiction movie. He and his friends race to stop the aliens before the tapes can be distributed world-wide.,Your future is in their hands.,1988-04-07,/7DqlqrhwhFEmKPBe9fcfaVejEHh.jpg,0,27,US,88
60629,0,0.630396,A Smoky Mountain Christmas,A country/western singer on a trip through the Tennessee mountains runs into a reclusive backwoodsman--and a witch.,,1986-12-14,/bc9J9eM5RPaLsmTl55I5QKaVTv0.jpg,31903,10402,US,94
60631,0,7.72159,Street Smart,A New York journalist lies when his fake story about a pimp describes a real pimp up for murder.,Never let the truth ruin a good story.,1987-03-20,/mgRGzQViF8C50OOKvTvXRfns6yl.jpg,0,53,US,97
60703,0,0.386383,Slow Burn,The murder of the ex-wife of Doctor Sam Charney (Rutger Hauer) leads Detective Della Wilder (Pam Grier) to uncover a series of women's murders somehow linked to a big pharmaceutical company.,Her first suspect is her only hope for survival.,2000-11-01,/1akcgQvsQKurUjWsnkOt1dqyZHx.jpg,0,28,CA,90
60994,0,4.00497,Guinevere,A young girl from an affluent family rebels and becomes involved with a much older photographer.,He was her first love... she was his last.,1999-09-04,/pnSQUsQicNltvcoN3LrVfA370L4.jpg,0,18,US,104
61049,0,0.740172,Arrowhead,Director Charles Marquis Warren's 1953 western stars Charlton Heston and Jack Palance.,,1953-08-03,/uWAojCDwbNMju58qglMAwJDM72k.jpg,0,28,US,105
61138,0,0.48243,The Whip Hand,A small-town reporter investigates a mysterious group holed up in a country lodge.,SCIENCE HARNESSED BY MADMEN TO WIPE OUT AMERICA'S MILLIONS!,1951-10-01,/cJJAT6zp8i4EduwyYrKmTePXpRa.jpg,11489,12,US,82
61194,0,0.518062,Beyond the Time Barrier,A pilot testing an experimental new rocket powered craft manages to fly into the future and land at the now deserted airbase he left. He ends up in a city with people who are suspicious he is a spy and who want to keep him to procreate with the rulers daughter because the majority of the inhabitants are sterile. He manages to escape and return to his own time but ages dramatically.,Adam and Eve of the year 2024! Only they could repopulate the world!,1960-09-08,/4Ipqv3ClAgeb268CuLj2GdlrfV5.jpg,5030,10749,US,75
61233,0,0.584606,Dark Fields,A farmer unearths an old top hat on his property and with it an ancient Indian curse that lays waste to all the farmers crops. All of the adults of the farming community are afflicted by a strange sickness that slowly dries them up until they are dust. It is only when the farmer communes with the hat does he find what it is that will save them all.,The people of Perseverance are dying for a little rain,2009-10-25,/7NCMabs7Qt7rxlNCwDdjV6taiHc.jpg,0,27,US,110
61369,0,0.577818,Rain,A missionary tries to reform a prostitute trapped on a Pacific island.,A woman without shame. A woman without soul.,1932-10-12,/96QZLgnFYyu18zoTZJIVCb3brkz.jpg,2000,18,US,94
61430,0,0.197406,Affair in Trinidad,A nightclub singer enlists her brother-in-law to track down her husband's killer.,"""""""""""""""You weren't the first... and you won't be the last!""""""""""""""",1952-07-29,/vi1ZJhAf2hrVNum9uBBO05aYEwu.jpg,0,53,US,98
61431,0,0.054691,Assigned to Danger,A gang of bank robbers is pursued by an insurance investigator.,,1948-05-19,/xFvt3JcAsQH29Qwqi6pxITh4sZ.jpg,18574,80,US,66
61502,0,0.199557,Stolen Identity,A jealous musician kills his wife and frames a cab driver.,DANGER HUNTS THEM! DEATH HAUNTS THEM!,1953-01-01,/wWmFknIJvCX1hOsrSz7yFXHp2b.jpg,0,28,AT,88
61523,0,0.155988,Idiot's Delight,A group of disparate travelers are caught are thrown together in a posh Alpine hotel when the borders are closed at the start of WWII.,"""""""The Biggest Thrill They Ever Gave You! Norma and Clark together in the romance of a """"""""ham"""""""" song-and-dance man and a """"""""red-headed liar from Omaha.""""""""""""""",1939-01-27,/h8vTFADhdlMfZihrrgOIrsLIPO4.jpg,0,35,US,107
61541,0,0.05764,Love on the Run,A runaway bride and an undercover reporter get caught up in political intrigue as they lead a merry chase across Europe and uncover a spy plot.,,1936-11-20,/zpatkRKw0MlKPvZ0TKTC17uGOXz.jpg,32427,35,US,80
61578,0,0.10648,Esther Kahn,A Jewish girl in 19th century London dreams of becoming a stage actress.,,2000-10-04,/jTpKsRnr4MiMgr4VAG6WYBnmhU6.jpg,0,18,FR,163
61644,0,0.101352,Squeeze Play,The girlfriends of softball players decide to form their own team as a way of avenging their neglect.,It's a World Series of Laughs!,1979-09-24,/bljIZ8hqYfiEHOC9GczgQn6xr2v.jpg,78021,35,US,96
61699,0,0.03883,Flipping Out - Israel's Drug Generation,"""""""Military service in Israel is compulsive for all able-bodied Jewish men and women. Once their years of service is up they are granted a bonus which many use to travel to India to wind down and recover from their experiences. About 90% of them will use drugs during their travels and every year about two thousand of them will require professional help to recover from this drug use. The extreme psychotic break these people experience is commonly referred to as """"""""flipping out"""""""".""""""","""""""The extreme psychotic break these people experience is commonly referred to as """"""""flipping out""""""""""""""",2008-01-01,/xgYGfKU7TutJJqAcviTTHTLTZ9M.jpg,0,99,IL,60
61803,0,0.119012,Shakedown,In Los Angeles a deadly plague called the 'Pandora' virus is stolen from a high-security installation...,he quake of the century... get ready to rumble in the rubble!,2002-12-24,/eILw7xfKn99cPU6ngBVtW8XjQcK.jpg,0,28,US,92
61880,0,0.332145,Strategic Air Command,Air Force reservist Lt. Col. Robert (Dutch) Holland is recalled into active duty at the peak of his baseball career.,,1955-07-12,/a7mZ985JqaG97Zi4KX1RijZxxPR.jpg,40199,28,US,112
61895,0,0.404649,Pageant,A portrait of five men competing in the Miss Gay America pageant.,,2008-12-26,/962bouSBvJrClFyeY81p2rvTx8A.jpg,0,99,US,85
61896,0,0.737666,Prom Night in Mississippi,A high school in a small-town in Mississippi prepares for its first integrated senior prom.,,2009-01-15,/uw2v0tcovYNjXMCkU3S8SFbJNQk.jpg,0,99,CA,90
61903,0,0.409502,The Boss,A crusading politician falls prey to the temptations of power.,Uncensored and uncut version of a scandalous true story!,1956-10-01,/xvtcAc9mB3ORW9MbdqipbrPKTsL.jpg,51000,18,US,89
61908,0,1.10828,Canon City,Prisoners battle each other -- and the police -- when they escape the Colorado State Penitentiary.,Filmed with the NAKED FURY of fact!,1948-06-30,/nelRyBXlnB71qS3sZUv1zf5utRy.jpg,84940,28,US,82
61936,0,0.002407,The Reformer and the Redhead,A small-town politician falls for an idealistic zookeeper.,,1950-05-05,/cbMGWsqR8dM3XJj4GdDb85OMpJd.jpg,0,35,US,90
62000,0,5.3617,Johnny Belinda,A small-town doctor helps a deaf-mute farm girl learn to communicate.,There was temptation in her helpless silence...and then torment,1948-09-14,/lLEb6g8bn96PpnwV4FDPgvtiD27.jpg,19606,18,US,102
62001,0,1.84698,Cuba,A British mercenary arrives in pre-Revolution Cuba to help train the corrupt General Batista's army against Castro's guerrillas while he also romances a former lover now married to an unscrupulous plantation owner.,Part Heaven... Part Hell... Pure Havana.,1979-12-21,/z8PI7PAsBy5xAlkmbzcZTvcap6v.jpg,10586,28,US,122
62006,0,0.091194,The Captive City,A small-town newspaper editor defies threats to expose the mob.,NO PUNCHES PULLED...NO TRUTHS UNTOLD!,1952-03-26,/r6LcgmRPX2sZuVhi2HHguk1x6bu.jpg,1744,18,US,91
62040,0,1.09235,CounterForce,An FBI Agent (Michael Rooker) and a female cop (Diane DiLascio) join forces to stop renegade cops who are offing the bad guys. Robert Patrick is the leader of the renegades and Louis Mandylor is a reluctant young cop that is brought into the hit team.,Renegade Justice!,1998-12-14,/hxrBjPAorUaRQsBWnAYHZl94LqS.jpg,0,28,US,90
62046,0,8.13275,Flypaper,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,Two sets of bank robbers.  One very sticky heist.,2011-08-19,/czpYP8p0HBXNL3cIsGFMd0a9rSu.jpg,18898,9648,DE,87
62127,0,0.995584,The Fantasticks,Two rural teens sing and dance their way through a forbidden romance and a dangerous travelling carnival.,Try to remember the first time magic happened,1995-12-27,/coOzPkcj1J3H17vIomI5EePDDvq.jpg,0,35,US,86
62132,0,2.05652,Blood Diner,Two cannibalistic brothers kill various young women to make their flesh part of their new special dish at their rundown restaurant while seeking blood sacrifices to awaken a dormant Egyptian goddess.,,1987-07-24,/ybH7jrj4KYybJihRQQDH7iiGWox.jpg,234844,27,US,88
62134,0,0.717324,Paparazzi,Franck shows up in a gossip magazine photo behind a brawling TV star at a football match.,,1998-04-29,/8hyqRH74fM5mSbdLsOoaeMdD1fw.jpg,44554,35,FR,109
62211,0,16.2675,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University ??when they weren't necessarily the best of friends.,School never looked this scary.,2013-06-20,/a05xQU9huY3P5uurLcGGHmsf2Vh.jpg,0,16,US,104
62213,0,10.6659,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,Every Family Has Its Demons,2012-05-08,/6125p54Jnog3kFsY33oMQF3d1dJ.jpg,510,35,AU,113
62383,0,0.232637,Passed Away,A bunch of eccentric relatives gather for their patriarch's funeral.,,1992-04-24,/omvRt7VZED45sniwstcC08E2KS1.jpg,0,35,US,96
62410,0,1.14312,P.U.N.K.S,A group of misfit teens evade a corrupt scientist when they steal and attempt to return a suit that delivers supernatural strength to its wearer.,,1999-01-05,/rsezcCbfQM3UUsyKiEKSTnU3PZY.jpg,129952,35,US,115
62472,0,1.18117,"""宇宙大戦???","The nations of the Earth unite in a common cause to fight off an invader from outer space.""""""",SPACE DECLARES WAR ON EARTH - OUTLAW PLANET CAPTURES THE MOON!,1959-12-26,/AlZAmwuiog3flJpFpkoO48NkaK3.jpg,18598,878,JP,90
62492,0,1.25077,The Wedding Weekend,A group of guys who sang together in a college a cappella group reunite 15 years later to perform at a friend's wedding and discover how their lives have progressed -- and in some cases regressed -- since their college heyday.,,2006-12-12,/eCIDUk5GfuT9D0f9Ra4WsMcLyrX.jpg,0,35,US,96
62655,0,0.951403,Two Weeks in Another Town,A recovering alcoholic film director tries for a comeback in Rome.,"""??only in Rome could this story happen??",1962-08-17,/4SaBa8F1C2mhaZwVs90EOHMs37S.jpg,13980,18,US,107
62688,0,0.526709,Nevalyashka,Nevalyashka is a young and very successful boxer who is dreaming about the winning against the famous champion...,,2007-04-26,/fKF4flYz1SQGxNldKKnLlODPOmd.jpg,143630,35,RU,90
62694,0,1.3843,The Snake Pit,Olivia de Havilland stars in this look inside a state-run insane asylum.,Married and in Love . . . with a Man She Didn't Know or Want!,1948-11-04,/wLO2TVjM4UUQUwOq7RqfS8PCdMC.jpg,37361,18,US,108
62720,0,0.3627,Cry Wolf,A woman uncovers deadly secrets when she visits her late husband's family.,The howl in the night is the voice of danger.,1947-07-18,/bo8PaJxg56h2SrAzf4uc7ytwLv4.jpg,29625,9648,US,83
62729,0,0.189647,?невник его жен?,It is a story about the last love affair of Ivan Bunin (played by Andrei Smirnov). It is set in the French Riviera in the 1940s.,,2000-06-06,/8gmpGHybau4oUBcBJhbMXr1S6Wr.jpg,0,18,RU,110
62741,0,0.201279,Nezhnyy Vozrast,A movie which at first seems like a simple life story of an ordinary young man slowly evolves into an extraordinarily told ballade with twofold meaning - sad and optimistic at the same time...,,2000-06-06,/dRAhhgO0TAc4fdiHz4gWLlWpXCt.jpg,0,18,RU,130
62837,0,6.69523,Dolphin Tale,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,Inspired by the amazing true story of Winter.,2011-09-23,/47eRTWQDx9lPkQgTWmuATNNkwBJ.jpg,1270,18,US,113
62838,0,6.94882,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,The one night anything is possible.,2011-12-08,/el1pKVogVwmE1dpbeAO1Ol6y1Vl.jpg,1201,35,US,118
62880,0,0.053047,Smokey Bites the Dust,Follows the rivalry between a small-town Southern sheriff and a small-town delinquent who steals cars and then destroys them with the sheriff??s daughter by his side.,,1981-10-01,/fLuUnVQZX3ooZMGb1bZ7GHiS4VA.jpg,0,28,US,87
62947,0,0.223138,La strega in amore,A historian goes to a castle library to translate some ancient erotic literature. While there he discovers what he believes to be supernatural forces at work.,,1966-09-16,/2GbaWEIt3rP3I6wBIyHcbT9eCwy.jpg,35256,10769,IT,109
63087,0,0.390902,The Slime People,After Los Angeles is invaded by an army of subterranean monsters a small group of people must fight for survival in the deserted metropolis.,Up from the bowels of the earth come...,1963-03-29,/eGOER3SRKLSfZz53PPKo4SHtRui.jpg,89526,27,US,76
63088,0,0.518025,The Eye Creatures,"""""""Alien """"""""eye"""""""" creatures invade a small town in this uncredited remake of """"""""Invasion of the Saucer Men"""""""".""""""",,1965-10-29,/4Ao6eLiKn9aUneHLw4bVxQ6s862.jpg,39765,27,US,80
63139,0,1.36433,All Things Fall Apart,50 Cent stars as gifted college running back Deon in this touching drama. Deon's world turns upside down when an unexpected crisis jeopardizes his professional ambitions -- and causes him to look at himself and his life in a new way.,He won the game. Now he must fight the battle.,2011-03-05,/ro7keqOD8XqtBSw5cQhmbyyQNvk.jpg,16214,18,US,106
63217,0,0.00482,At Home by Myself... with You,A multi phobia-plagued single woman who hasn't left her apartment in six years finds her carefully organized existence disrupted by her hot new 'on-the-go' neighbor.,Girl meets boy. Girl falls in love with boy. Girl can't leave her apartment.,2009-10-06,/9HRclefZqEShJLsmlusL8U6zbDR.jpg,0,35,CA,90
63358,0,0.16285,The Nazi Officer's Wife,Edith Han was an young woman that was studying law in Vienna when the German forced Edith and her mother into a Jewish ghetto.,,2003-03-30,/n8lugRUp0jYQ2uvSO24dq5xSHMd.jpg,96199,99,US,90
63452,0,0.02696,Solomennaya Shlyapka,A musical comedy based on the classic play by Eugène Labiche.,,1974-06-06,/y5Z31yhs46QXNMYeDxiHzx24VO1.jpg,0,35,RU,127
63474,0,0.336161,The Good Humor Man,A mischievous high school sophomore faces a conflict of conscience vs. character when his best friend becomes linked to the death of a youth from another clique in suburban Middle America circa '76.,Cliques don't mix in '76.,2008-02-19,/9BmrKr4r1nIMpplxA0RGWTvUGuW.jpg,0,35,US,112
63493,0,4.88308,The Ledge,A thriller in which a battle of philosophies between a fundamentalist Christian and an atheist escalates into a lethal battle of wills.,One life. One chance. One step.,2011-05-06,/7iHQhaF2LRGlHpZcjcdODDn6pj.jpg,21808,18,US,101
63538,0,0.035138,Gardemariny III,In the third movie the Naval Cadets are still servicing the homeland - this time during a Seven Years War.,,1992-06-06,/xnXXOwCZUktBrvFxiZmOoILSSaL.jpg,86895,12,RU,107
63584,0,0.056979,Usatyy Nyan,Young man Kesha starts working in the Kindergarten.,,1977-06-06,/uRMmlCI9AI5aiIowUeAy1c8FRub.jpg,87083,10751,RU,75
63945,0,1.26265,Bliss,Joseph and Maria are married for six months and Maria still has never had an orgasm with her husband. They begin to visit mysterious doctor Baltazar who teaches them how to reach ecstasy in sex.,Love is only the beginning.,1997-04-14,/jNlOtRzKZaA2pprSNyeVntP1eSJ.jpg,0,18,CA,103
64079,0,1.45693,The Gypsy Moths,Three skydivers and their travelling thrill show barnstorm through a small midwestern town one Fourth of July weekend.,The Gypsy Moths fall fast. They can't stop risking their lives - not even for their down-to-earth women.,1969-08-29,/kiNLGEdPfr4i38VusDmvLA15HIW.jpg,13776,10749,US,107
64084,0,3.82199,Scorned,A vengeful widow is out to seduce the relatives of the man she blames for her husband's death.,Hell Hath No Fury Like A Woman...,1994-07-13,/dKIOJzWCb83NVvLJdgX109uew68.jpg,0,53,US,100
64143,0,0.380349,Three Smart Girls Grow Up,A businessman's (Charles Winninger) youngest daughter (Deanna Durbin) helps her innocent sisters in love.,,1939-03-24,/iQswpbXLUK7didCe85ApvPGgDtz.jpg,0,35,US,90
64191,0,6.55539,Mom at Sixteen,Pregnant sixteen year old Jacey's well-meaning mother forces her to keep the birth a secret and decides to raise the baby as her own.,It's about the choices you make next.,2005-03-01,/xUnTVYV6Uvs5wvyWFcejBbxFXEF.jpg,30477,10770,US,88
64199,0,0.638939,Obnazhennaya Natura,A love story between 16 years old student and old artist.,,2001-02-14,/8fRfVqsnyK9BSimFEV9ldA6B3ho.jpg,0,10749,RU,109
64393,0,0.299356,Kremen,A provincial war vet arrives in Moscow and subsequently takes on a gang of bad cops.,,2007-06-19,/cak2R2D9TyOt2040WiSwlQ4Huar.jpg,0,80,RU,84
64456,0,0.979775,The Lawless,A newspaper editor takes on the cause of oppressed migrant Mexican fruit pickers..,,1950-06-01,/3JnryRCgLpWNgL3z0jxQrjXw5XS.jpg,39009,18,US,83
64494,0,0.558542,Malibu Express,In this erotic spy tale private eye Cody Abilene teams up with the Contessa Luciana and policewoman Beverly McAfee to infiltrate a mansion and discover who is sending computer secrets to the Russians.,Packing Heat From Texas To Malibu Beach,1985-03-01,/AfswR9Qh9SNHIqwpQeasALM4Ugf.jpg,98136,28,US,101
64605,0,4.51866,Seven Thieves,A discredited professor and a sophisticated thief decide to join together and pick a team to pull off one last job--the casino vault in Monte Carlo.,The robbery that rocked Monte Carlo!,1960-03-12,/aQ9rB6qvAiCid6psEaprNZIWzCm.jpg,37360,28,US,102
64690,0,15.3889,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,There are no clean getaways.,2011-08-06,/nu7XIa67cXc2t7frXCE5voXUJcN.jpg,21183,18,US,100
64807,0,11.6556,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,DeNiro vs Stallone,2013-12-25,/hScOPtZpAxYWx2sOGcfbzYti39Z.jpg,13426,35,US,113
