actorId,movieId,characterName,characterOrder
56734 ,10055 ,Melissa Norman,2 
56734 ,10065 ,Chelsea Lutz,3 
56734 ,41402 ,Abby,1 
56734 ,62213 ,Carolyn Stoddard,7 
56734 ,94363 ,Luli McMullen,0 
56734 ,173205 ,Yasmin (voice) (as Chloe Moretz),10 
56734 ,246860 ,Jo-Ann Ellis,2 
56734 ,325133 ,Shelby,3 
56757 ,19587 ,Mary,2 
56757 ,109453 ,Gayle,4 
56780 ,9040 ,Leslie Lane,4 
56804 ,10610 ,Antiquities dealer,7 
56819 ,38792 ,Lt. Kit Barrington,11 
56819 ,50812 ,Claude Eastman,0 
56819 ,77074 ,Jason Carmichael,0 
56824 ,14505 ,Herself,10 
56824 ,18222 ,Violet,0 
56824 ,44895 ,Sandy Lake,0 
56824 ,296626 ,Alyson Simon,0 
56825 ,47354 ,Babe,12 
56857 ,323967 ,Jim,7 
56875 ,9063 ,Osborne,1 
56881 ,28275 ,Mom (voice),4 
56881 ,117773 ,Dr. Grace Murdock,0 
56881 ,196257 ,Ellen Andrews,0 
56890 ,193 ,Dr. Tolian Soran,10 
56890 ,24750 ,H. G. Wells,0 
56890 ,32332 ,Henry Dugay,2 
56890 ,38866 ,Alan Baxter,6 
56890 ,73935 ,Vlad,5 
56890 ,75641 ,Max Gunter,5 
56890 ,139455 ,Sheriff Cooper,1 
56890 ,208182 ,Sullivan Rane / Doc,1 
56890 ,275287 ,Mr. Makuro (voice),4 
56890 ,284564 ,Father Murder,2 
56890 ,316784 ,Mr. Simms,1 
56902 ,10426 ,Mr. Jones,2 
56903 ,74536 ,Vincent Carter (Adult),6 
56903 ,284296 ,Fred,12 
56923 ,17689 ,Jail Matron,7 
56923 ,44591 ,Teresa Alvarez,1 
56923 ,126550 ,Paca,2 
56924 ,31167 ,Benny,3 
56924 ,43316 ,Manuel,13 
56924 ,118549 ,Branson,7 
56930 ,9828 ,Police Captain Parker,11 
56930 ,10680 ,Dean Buckley,2 
56930 ,70046 ,Shag Williams,1 
56930 ,71945 ,Quentin Collins / Charles Collins,0 
56930 ,301875 ,Leonard,9 
56933 ,23096 ,Monica McNeil,2 
56950 ,10567 ,Eema (voice),9 
56978 ,33408 ,Amy Maddik,2 
56987 ,28410 ,Nick Hauser,2 
57013 ,32497 ,Jörgen,0 
57054 ,270774 ,Victor Wong,6 
57082 ,136850 ,David Layton,10 
57093 ,273341 ,Doug Stein,3 
57096 ,22615 ,Gloria,8 
57108 ,184341 ,Sugar Ray Leonard,5 
57116 ,19118 ,Looney,1 
57119 ,14817 ,Mr. Wheat,2 
57127 ,9282 ,Aaron,1 
57133 ,9285 ,Rubin Carver,3 
57133 ,267457 ,Adam Murphy,4 
57136 ,10320 ,Jake,6 
57138 ,177043 ,Eleven Snowflake,2 
57167 ,229094 ,Cliff Bartell,3 
57167 ,363889 ,Mental Manny,0 
57171 ,17334 ,Granger Woodruff,0 
57171 ,25137 ,C.J. Nicholas,1 
57171 ,400605 ,Chase Carter,1 
57172 ,109453 ,Kelly,13 
57207 ,327833 ,Tony Vitayakul,1 
57236 ,27793 ,Nicole,1 
57251 ,42554 ,Detective Reeder,6 
57251 ,173672 ,Grant,1 
57278 ,73565 ,Lesley,6 
57286 ,9270 ,Tugger,3 
57286 ,288952 ,Chat,1 
57298 ,27381 ,Marie,0 
57329 ,17761 ,Ed Joseph,5 
57349 ,36349 ,Johnson,5 
57370 ,87826 ,Disoriented Gym Patron,9 
57372 ,288668 ,Tori Pattersen,2 
57387 ,16550 ,Marcus,4 
57387 ,158739 ,Arms Dealer,4 
57387 ,210047 ,Donnie,4 
57392 ,15259 ,Turbo,2 
57392 ,17464 ,Turbo,2 
57395 ,10016 ,Lt. Melanie Ballard,0 
57395 ,10862 ,Mimi Prager,3 
57395 ,44388 ,Anna Penn,0 
57395 ,322850 ,Rebecca Miles,3 
57399 ,26725 ,Flax,1 
57399 ,27396 ,Luana,7 
57399 ,49375 ,Gillian Bromley,1 
57399 ,257093 ,lilian,5 
57409 ,203834 ,Rosaura,6 
57412 ,93456 ,Antonio (voice),9 
57418 ,14457 ,Rose,7 
57418 ,73462 ,Rose Stiller,6 
57428 ,22681 ,Billy Fletcher,3 
57428 ,38093 ,Nelson Kaspian,8 
57428 ,293452 ,Teddy,6 
57448 ,50123 ,Rudy Yellow Lodge,1 
57451 ,22803 ,Sarah Lowell,4 
57451 ,51875 ,Sarah Jane McKinney,0 
57451 ,69778 ,Kelly,1 
57451 ,309298 ,Joylinda Lazarus,5 
57451 ,401104 ,Megan,7 
57452 ,224282 ,Ali Munsif,1 
57461 ,51994 ,Sir William Collyer,2 
57476 ,43603 ,Claire,4 
57490 ,57666 ,Renzo,3 
57492 ,12179 ,Morgan Spurlock,0 
57514 ,13186 ,Nina Papas,0 
57576 ,117120 ,Joni,4 
57599 ,9285 ,E.L.,1 
57599 ,13172 ,Doug Stauber,0 
57599 ,14141 ,Gary,1 
57599 ,14809 ,Ben McGewan,0 
57637 ,11401 ,Himself,0 
57674 ,189 ,Gilda,20 
57674 ,72240 ,Vanessa,0 
57674 ,106747 ,KillJoy,16 
57675 ,285838 ,Matt,7 
57686 ,35977 ,Peter,4 
57692 ,435351 ,Himself,1 
57748 ,11667 ,Ryu Hoshi,6 
57748 ,318846 ,Mr. Chau,12 
57755 ,241 ,Mickey Knox,0 
57755 ,3509 ,Ernie Luckman,2 
57755 ,6687 ,Roy,0 
57755 ,11321 ,Ezra Turner,3 
57755 ,13251 ,Carter Page III,0 
57755 ,21583 ,Jango,2 
57755 ,38191 ,Dr. Michael Reynolds,2 
57755 ,75656 ,Merritt McKinney,2 
57755 ,86838 ,Charlie Costello,2 
57755 ,131631 ,Haymitch Abernathy,3 
57755 ,146198 ,Sergeant Detective Jeffrey Allen,2 
57755 ,333386 ,Abraham Brant,0 
57756 ,39704 ,Himself,1 
57795 ,199818 ,Sam Bailey,10 
57795 ,245527 ,Warden,0 
57829 ,10279 ,Detective Petrocelli,4 
57829 ,13531 ,Joe Reaves,0 
57829 ,18590 ,Leo Waters,0 
57829 ,24070 ,Felix,3 
57829 ,27381 ,Joe Gennaro,1 
57829 ,101887 ,Dick Dresner,1 
57829 ,259808 ,David Ringel,2 
57830 ,205584 ,Isis,11 
57854 ,13107 ,Meg,5 
57854 ,24123 ,Roxanne,6 
57854 ,322240 ,Madison Camden,9 
57861 ,86541 ,Psiquiatra muerto,10 
57904 ,9545 ,El Cirujano,3 
57905 ,9546 ,D.A. Priscilla Brimleigh,4 
57905 ,14328 ,Susan Fields,1 
57905 ,21610 ,Irene,3 
57906 ,2144 ,Utah / Elmo,9 
57970 ,26750 ,Alex Jones,0 
57992 ,13697 ,Deborah,7 
57997 ,18590 ,Big Tim,8 
58016 ,48838 ,Briony Mitchel,3 
58016 ,51876 ,Melissa,4 
58016 ,211354 ,,0 
58019 ,13531 ,Mark,6 
58019 ,14167 ,Donovan,6 
58019 ,262866 ,Kevin,1 
58032 ,9451 ,Tammy Metzler,3 
58032 ,24186 ,Julie Gold,3 
58034 ,86828 ,Newsreader,13 
58045 ,9451 ,Diane McAllister,6 
58045 ,21518 ,Coach Crenshaw,2 
58058 ,13988 ,Garret,1 
58058 ,146578 ,Eddie,11 
58058 ,212231 ,,7 
58058 ,279371 ,Phil,4 
58058 ,318868 ,Matthew,1 
58058 ,322850 ,David,2 
58068 ,10201 ,Tillie,4 
58068 ,126706 ,Bridget Sullivan,2 
58068 ,214218 ,Nan,1 
58068 ,362409 ,Violet,2 
58114 ,5236 ,Marleah,13 
58114 ,228108 ,Monica,5 
58115 ,10070 ,Hero,9 
58141 ,191322 ,J.B. Hadley (as Donovan Leitch),4 
58147 ,26655 ,Jerome,0 
58147 ,34583 ,Kurtis,1 
58150 ,11523 ,Angela Samona,6 
58150 ,15019 ,Brianna,3 
58151 ,69016 ,Eve,0 
58151 ,70587 ,Janice,2 
58168 ,18613 ,Naomi,5 
58168 ,31880 ,Laura,6 
58168 ,233423 ,Apik (voice),2 
58184 ,10067 ,Judge Claire Whittaker,7 
58197 ,41382 ,Kevin Carson,0 
58197 ,73846 ,T-Boy,9 
58214 ,40221 ,Captain Scarcelli,5 
58214 ,94405 ,Wild Eagle,7 
58224 ,13243 ,Jim Whittman,9 
58224 ,69778 ,Eric Keppler,0 
58224 ,77953 ,Mitch Wilson,3 
58224 ,116711 ,Bomba (voice),3 
58224 ,138832 ,David Clark,0 
58224 ,213681 ,Mike McKinney,5 
58224 ,339967 ,Oscar,1 
58224 ,353069 ,Bradley,3 
58225 ,41135 ,Hermit,0 
58225 ,43923 ,Bobby,2 
58225 ,77953 ,Marty Huggins,1 
58225 ,213681 ,David Ghantt,0 
58225 ,331313 ,Jeff Gaffney,0 
58251 ,26686 ,Millie Michaels,5 
58277 ,9644 ,Miss Destiny Demeanor,4 
58296 ,11305 ,Johnny aka Elvis,2 
58312 ,65364 ,Beth Spinella,0 
58317 ,17021 ,Michael,3 
58319 ,9750 ,Siu-Foo,12 
58319 ,10448 ,Noro,0 
58330 ,21583 ,Al,6 
58333 ,106135 ,Mr. Geyer,4 
58339 ,28498 ,Peregrine Devlin,2 
58339 ,38939 ,Carl Maitland,4 
58356 ,127916 ,Sharon Fitzgerald,0 
58356 ,334535 ,Jessica,2 
58356 ,345925 ,Diane,2 
58369 ,81010 ,Jocelyn,1 
58369 ,329289 ,Sara,0 
58370 ,13523 ,Felicia,1 
58370 ,191566 ,Bette,2 
58371 ,25450 ,,7 
58381 ,9406 ,Brad,2 
58384 ,9406 ,Metro Driver,15 
58393 ,320 ,Kay Connell,7 
58393 ,13186 ,Elena,7 
58393 ,98303 ,Cheerleader,7 
58398 ,400605 ,Jill,4 
58399 ,59962 ,Kelly,16 
58414 ,13571 ,Joan Stiles,6 
58414 ,24203 ,Sylvia Blair,4 
58414 ,86616 ,Karin Bell,1 
58423 ,11577 ,Sheriff Kip McKinney,2 
58423 ,17691 ,Pete Mancini,8 
58423 ,26762 ,Chemey,5 
58423 ,36349 ,Earl Windom,3 
58423 ,38765 ,Jess Evans,8 
58423 ,43142 ,Gallagher,6 
58423 ,93427 ,Corporal Birdwell Scott,6 
58430 ,66113 ,Caroline Reid,3 
58475 ,322506 ,Himself,3 
58477 ,10663 ,Lyle Robideaux,8 
58478 ,10661 ,Kevin,12 
58478 ,14195 ,Kevin,10 
58478 ,67911 ,Gary,6 
58502 ,96721 ,Gemma,4 
58517 ,287524 ,Paige,6 
58528 ,2771 ,Robert Crumb,3 
58528 ,37410 ,Simon Grim,1 
58528 ,259997 ,"""""""Dr. Cooper Whitehead""",0 
58530 ,161969 ,Betty Boop,1 
58541 ,18208 ,Mr. Cubano,8 
58541 ,66787 ,Howard,5 
58549 ,14976 ,Paul,4 
58549 ,50875 ,Pastor Bud,10 
58549 ,157336 ,TARS (voice),7 
58552 ,16980 ,Van,9 
58563 ,9692 ,Bob,1 
58563 ,25066 ,Carl,2 
58563 ,72359 ,Virgil Peeples,2 
58565 ,9692 ,Pedro,4 
58593 ,44814 ,Fujiko Osawa,1 
58596 ,44814 ,Kiichiro Naito,2 
58623 ,91548 ,Ernest,2 
58643 ,13536 ,Margery,6 
58643 ,87516 ,Edwina Burke,12 
58643 ,291264 ,Miss Delano,13 
58646 ,11667 ,Ken Masters,3 
58647 ,26689 ,Jesse,4 
58649 ,6524 ,Fumes,7 
58650 ,9331 ,Domingo Chavez,9 
58650 ,31390 ,Reverend,1 
58661 ,31601 ,Herbert Gower,6 
58663 ,707 ,Howe,17 
58692 ,8744 ,Jenny Ferguson,8 
58711 ,119552 ,June,0 
58733 ,272878 ,Police Officer,11 
58737 ,180296 ,Oliver,14 
58739 ,8838 ,Isaac,16 
58739 ,91586 ,Young Carl,9 
58741 ,9451 ,Walt Hendricks,5 
58742 ,10085 ,Alita Covas,3 
58742 ,14505 ,The Showgirl,13 
58778 ,714 ,Tamara Steel,15 
58791 ,94380 ,Officer Malark,4 
58794 ,20499 ,Parks,4 
58794 ,22007 ,Coach Harris,4 
58800 ,9729 ,Bonnie,6 
58800 ,285844 ,Ruth,0 
58801 ,9729 ,Alice,7 
58804 ,41796 ,Mimi,3 
58804 ,47585 ,Ruth Seraph,2 
58873 ,9750 ,Randy Daytona,0 
58873 ,174772 ,Dr. Sokolov,7 
58873 ,248574 ,Mr. Drumm,11 
58901 ,13186 ,Michael,6 
58905 ,9755 ,Damian,1 
58907 ,233423 ,Kauji (voice),9 
58908 ,267457 ,Renée / Mermaid,11 
58915 ,15705 ,Lenny,3 
58915 ,211354 ,,6 
58924 ,14439 ,Sgt. Benjamn Dalton,4 
58924 ,20304 ,Moon,6 
58925 ,253980 ,Herman,2 
58926 ,26990 ,Delicious,4 
58926 ,39691 ,Seamus (voice),5 
58942 ,9759 ,Young Security Guard,5 
58942 ,152748 ,Lt. Townes,9 
58942 ,157829 ,Gary the Dentist,23 
58954 ,17728 ,Dr. Dwayne,3 
58957 ,238475 ,Janet,3 
58962 ,20304 ,Ella,2 
58982 ,15053 ,Ellis,1 
59014 ,228970 ,Jimmy Carter,11 
59017 ,32067 ,Vivien Mason,2 
59017 ,184341 ,Juanita Leonard,2 
59039 ,146216 ,Wade,18 
59068 ,9773 ,Ray Santilli,0 
59069 ,9773 ,Gary Shoefield,1 
59070 ,9773 ,Jasmine,4 
59075 ,25941 ,Dean Saunders,3 
59077 ,10111 ,Antony,8 
59077 ,387054 ,Himself,1 
59077 ,414749 ,Himself,3 
59081 ,15714 ,John Colbie,5 
59081 ,33511 ,George Toogood Smith,3 
59085 ,21927 ,News Anchor,10 
59096 ,77439 ,Guy,4 
59096 ,244117 ,Lerner (Segment 1),4 
59109 ,9558 ,Jennifer,5 
59109 ,62880 ,Peggy Sue Turner,1 
59117 ,91586 ,Tucker,7 
59118 ,10488 ,Ensign,6 
59118 ,333386 ,Monte,11 
59122 ,18858 ,Jimmy,4 
59129 ,184341 ,Chaflan,10 
59129 ,352327 ,Juan,2 
59174 ,13179 ,Fawn (voice),4 
59174 ,44998 ,Sarah,0 
59174 ,77016 ,Officer Orozco,6 
59174 ,114779 ,Hedy Galili,2 
59174 ,355008 ,Brigida,6 
59175 ,19554 ,Annabelle Leigh,0 
59175 ,94363 ,Glenda,1 
59179 ,59962 ,Grandpa Foster,13 
59192 ,10661 ,Dalia,2 
59192 ,13390 ,Becky,3 
59192 ,27023 ,Tasty D Lite,5 
59192 ,34043 ,Abbey,2 
59192 ,332356 ,Herodias,2 
59196 ,15313 ,,4 
59196 ,29083 ,Mr. Barry,3 
59196 ,112973 ,Milt,0 
59217 ,136850 ,Brooke Potter,3 
59219 ,23437 ,Quentin Smith,2 
59219 ,75595 ,Jesse MacNamara,2 
59219 ,333675 ,Huck Finn,1 
59222 ,13851 ,Man in Black / Guido / Man / Youth 3,8 
59222 ,103269 ,Superman / Clark Kent / Robot (voice),1 
59226 ,56968 ,Brady Leary,2 
59230 ,188560 ,,3 
59231 ,15361 ,Joe Silverman,3 
59231 ,25137 ,Corey Finley,3 
59231 ,65055 ,Gordon,2 
59231 ,76600 ,Norm Spellman,9 
59233 ,253980 ,Jackson Norris,1 
59234 ,217057 ,Professor Heliotrope,11 
59237 ,15661 ,Ekaterina Filippovna,3 
59237 ,50348 ,Reggie Campo,12 
59237 ,74461 ,Beth,4 
59238 ,19587 ,Danny Bowman,3 
59238 ,343284 ,Chaz Waverly,2 
59240 ,212934 ,Valerie Velardi,3 
59252 ,14127 ,Shay Bettencourt,0 
59252 ,165739 ,Amanda,1 
59252 ,340881 ,Georgie,5 
59254 ,15662 ,Brooster,6 
59257 ,16550 ,Ami,5 
59257 ,343284 ,Deb Clarington,1 
59258 ,266782 ,Himself,4 
59260 ,24676 ,Denise Connelly,3 
59262 ,210047 ,Quincy,6 
59263 ,13414 ,Tiffany,5 
59263 ,82485 ,Arielle,0 
59270 ,50318 ,Doctor Steven,4 
59270 ,363757 ,Damiano,1 
59283 ,50590 ,Norman Long,0 
59283 ,266294 ,Patrick Campbell,11 
59284 ,9796 ,Finn,3 
59285 ,318 ,Reporter,16 
59285 ,94380 ,Store Clerk,29 
59285 ,362409 ,Pastor Sterling,7 
59293 ,9793 ,Han,1 
59295 ,24020 ,Sam Sterling,4 
59296 ,13186 ,Amber,3 
59296 ,15423 ,Posie,4 
59297 ,205724 ,Jared,8 
59297 ,313922 ,Big Justin,6 
59299 ,13167 ,Skater Punk,11 
59299 ,87293 ,Jim Noble,2 
59313 ,21864 ,Clair,1 
59313 ,318868 ,Lynn,2 
59314 ,289728 ,Santa,25 
59315 ,9796 ,Bea,2 
59315 ,51490 ,Mia Conlon,2 
59315 ,96721 ,Suzy Miller,2 
59316 ,9796 ,Liam,5 
59350 ,15267 ,Moustafa,7 
59369 ,18222 ,Mrs. B,4 
59373 ,9381 ,Aurora,2 
59373 ,321751 ,Sophie,3 
59374 ,9381 ,Karl,10 
59401 ,408272 ,Aunt Charlie,5 
59405 ,14137 ,Tim,5 
59410 ,14923 ,Terry Twillstein / Wolfgang Amadeus Thelonius Von Funkenmeister the XIX 3 / 4 / Daffy Mal Yinkle Yankle,1 
59410 ,41135 ,Emperor,11 
59410 ,157386 ,Dan,9 
59410 ,336313 ,The Devil (voice),2 
59436 ,9577 ,Himself,0 
59437 ,9577 ,Himself,1 
59442 ,28377 ,Jeff Reed,2 
59449 ,25796 ,Molly De Mora,1 
59450 ,338766 ,Jenny Ann,5 
59569 ,41382 ,Malik,13 
59592 ,12484 ,Megan,2 
59592 ,212769 ,Tatiana,3 
59620 ,14921 ,Frankie Cassidy,2 
59620 ,37565 ,Kelly Jones,2 
59620 ,38542 ,Alice Creed,0 
59620 ,340101 ,Catrin Cole,0 
59620 ,375366 ,Helen Justineau,0 
59627 ,12513 ,Julie,3 
59645 ,14817 ,Ed,0 
59645 ,26655 ,Ray,1 
59662 ,11329 ,Celeste Wood,14 
59671 ,9828 ,Detective Anderson,7 
59671 ,9953 ,Lee,4 
59671 ,36984 ,Tyler,2 
59671 ,66195 ,John Taylor,1 
59671 ,324670 ,Sgt. Toll,1 
59672 ,9828 ,Detective Molina,16 
59672 ,15316 ,T-Ray,2 
59673 ,9828 ,Iron Cross,15 
59673 ,284564 ,Roscoe Pepper,6 
59674 ,9828 ,Uzi Henchman,17 
59674 ,75174 ,Hernandez,7 
59675 ,9828 ,Lone Cop,18 
59690 ,62492 ,Steven,6 
59691 ,51876 ,Hank Atwood,11 
59692 ,21927 ,Mr. Kyrke-Smith,6 
59696 ,172824 ,Allie,0 
59713 ,95140 ,Jay Tee Barrow,6 
59750 ,11403 ,Ma jeune,6 
59788 ,136146 ,Owen,4 
59789 ,29444 ,Janet Streeter,4 
59841 ,9384 ,Eddie,15 
59841 ,38087 ,Jim,4 
59841 ,257345 ,Gary Carter,5 
59841 ,295315 ,Washout,9 
59841 ,331313 ,Dan Craverston,5 
59841 ,389053 ,Shecky,5 
59843 ,174188 ,Security Wraith,8 
59843 ,311764 ,Ron,6 
59843 ,336313 ,Head Demon (voice),12 
59846 ,51490 ,Mrs. Standings,8 
59860 ,40161 ,Lara,0 
59860 ,210047 ,Chloe,0 
59860 ,283350 ,Brooke Dalton,2 
59872 ,10521 ,John,10 
59874 ,77625 ,Weinberg,4 
59874 ,110692 ,Pvt. Stewart Thompson,0 
59882 ,13973 ,Nico,8 
59882 ,109416 ,Laura,4 
59882 ,191476 ,,1 
59882 ,285840 ,Josephine Jardin,0 
59882 ,333091 ,Pepper,2 
59919 ,10202 ,Mickey,6 
59919 ,93456 ,Dr. Nefario (voice),4 
59919 ,152756 ,William,3 
59919 ,266782 ,Himself,5 
59945 ,96906 ,Frank Halloran,3 
59964 ,52959 ,Charles Fraser,4 
60004 ,53214 ,Stacey,0 
60005 ,16392 ,Carlo,0 
60023 ,9889 ,Steve Shanahan,3 
60033 ,253235 ,Kennedy,19 
60033 ,290250 ,Tally,5 
60033 ,319096 ,Whitney Houston,1 
60060 ,14443 ,Dodger,1 
60060 ,16980 ,Jimmy,3 
60062 ,256962 ,Dr. Hesley,33 
60072 ,10760 ,Rachel Witchburn,1 
60072 ,65055 ,Sara Palski,0 
60073 ,157386 ,Cassidy Roy,2 
60074 ,84332 ,Mr. Britt,6 
60077 ,156597 ,Buddy Swanson,3 
60077 ,242512 ,Pete,4 
60077 ,376290 ,Alex,13 
60091 ,49350 ,Roger Welsch,3 
60091 ,376290 ,Mike Gordon,18 
60116 ,51736 ,Catherine,0 
60142 ,20785 ,Ma Otter (voice),2 
60158 ,4226 ,Nurse Kervorkian,14 
60158 ,22013 ,Lulu Bains,4 
60158 ,32634 ,Marty Purcell,2 
60195 ,173153 ,ADA Alan Jackson,7 
60195 ,253235 ,David Shaw,10 
60195 ,277710 ,Devlin,10 
60255 ,26736 ,Max Russo,1 
60258 ,296626 ,Ken Stevens,4 
60278 ,336313 ,Gloria (voice),17 
60279 ,151535 ,Jack Rabble / Cruel Dynomutt,8 
60279 ,275287 ,Thunder (voice),12 
60286 ,9910 ,Reggie,10 
60286 ,290825 ,Old Man Arcane,5 
60287 ,9910 ,Chuck,9 
60288 ,9910 ,Amir,12 
60290 ,9910 ,Julia,11 
60291 ,26686 ,Bunny,7 
60292 ,38878 ,Bill Vogul,6 
60292 ,69075 ,Dr. John Simon,3 
60292 ,278778 ,Garland Jones,5 
60376 ,28200 ,Elizabeth,9 
60388 ,9913 ,Bayou Woman,5 
60412 ,9914 ,Anya,4 
60415 ,9914 ,Amanda Foster,3 
60415 ,14145 ,Sarah,0 
60458 ,106021 ,Amy Logan,2 
60458 ,239571 ,Young Amanda Collier,2 
60458 ,240881 ,MJ,3 
60458 ,401104 ,Kelly,5 
60460 ,53655 ,Danny Schamus,1 
60486 ,25186 ,Mondo,3 
60508 ,21371 ,William,1 
60510 ,20181 ,Private Peter Harris,2 
60545 ,13409 ,Dame,2 
60560 ,82390 ,Anita / Narrator,5 
60560 ,413452 ,Den Mother,5 
60601 ,9924 ,Terrell Singletery,5 
60601 ,55922 ,Marlon Thomas,4 
60602 ,9924 ,Detective Teague,4 
60605 ,9924 ,High Dog,8 
60613 ,289728 ,TV Reporter - Margo,16 
60633 ,121147 ,Benny,4 
60642 ,157117 ,Himself,1 
60649 ,213914 ,Buddy Walling,6 
60650 ,20181 ,Sergeant Vic Hollowborn,0 
60650 ,21721 ,Eddie Wilson,1 
60650 ,50348 ,Detective Kurlen,16 
60650 ,245627 ,Richard Renshaw,5 
60650 ,322922 ,Xander,8 
60650 ,325789 ,Barry Seal,16 
60652 ,146578 ,Devon,2 
60653 ,171776 ,Cain,10 
60672 ,9889 ,Ralph,7 
60673 ,88042 ,Himself,15 
60700 ,15138 ,Holly Stevenson,3 
60705 ,9945 ,Jan Valek,3 
60715 ,236324 ,Catherine Hardy,1 
60715 ,359245 ,Sloane,1 
60716 ,13161 ,Big Raymond,10 
60719 ,76171 ,Controller,12 
60722 ,18033 ,Adam Wolfchild,4 
60722 ,50123 ,Teen Mogie,6 
60722 ,315955 ,Little Hawk,11 
60736 ,23626 ,Self,0 
60736 ,410965 ,Himself,1 
60739 ,137200 ,Shaobao (voice),1 
60846 ,9952 ,Norman,5 
60846 ,254194 ,Carl,4 
60846 ,369033 ,Jesse,7 
60847 ,9952 ,Farkas,8 
60848 ,9952 ,Jet Pilot,7 
60851 ,9952 ,Province Governor,6 
60851 ,15052 ,Sam,8 
60874 ,9953 ,Cecil,5 
60875 ,245703 ,Elden,5 
60877 ,73567 ,Saleslady,7 
60881 ,82485 ,Lt. Paolo,12 
60884 ,84305 ,Manager,10 
60898 ,9954 ,Chase Collins,5 
60898 ,14976 ,Walter,2 
60898 ,18590 ,Martin Waters,4 
60898 ,19587 ,Leo Reilly,4 
60899 ,9954 ,Tyler Simms,4 
60900 ,9954 ,Pogue Parry,3 
60901 ,9954 ,Reid Garwin,6 
60907 ,69075 ,Dr. Rick Gordon,2 
60907 ,95140 ,Earl Hendorf,7 
60907 ,191829 ,Professor Field,5 
60907 ,285783 ,Texas Tourist,13 
60928 ,55015 ,Alicia Browning,1 
60949 ,9957 ,Gus,1 
60949 ,10661 ,Salim,9 
60949 ,11453 ,Deuce Bigalow,0 
60949 ,13161 ,Big Stan,0 
60950 ,9957 ,Richie,2 
60950 ,389053 ,Charlie,1 
60950 ,414749 ,Himself (Roastmaster),0 
60951 ,9957 ,Jerry,9 
60951 ,29362 ,Mike,2 
60952 ,9384 ,Mrs. Feldman,11 
60952 ,9957 ,Liz,7 
60952 ,10201 ,Stephanie,7 
60953 ,9889 ,Bella,13 
60953 ,9957 ,Salad Girl / Sarah,8 
60954 ,9957 ,Karl,11 
60956 ,9957 ,Kyle,12 
60957 ,9957 ,Himself,13 
60959 ,67911 ,Casting Director,10 
60959 ,389053 ,Joan,11 
60981 ,42314 ,Himself/Interview,11 
61010 ,9959 ,Marie,12 
61011 ,9959 ,Reverend Longway,11 
61011 ,239571 ,Morgan Dupree,6 
61099 ,41505 ,Doll Shopkeeper,19 
61100 ,59115 ,Niall Britz,5 
61101 ,61369 ,Dr. Robert MacPhail,2 
61101 ,85507 ,Stanley Wentworth,3 
61101 ,136109 ,The Colonel,5 
61110 ,9969 ,Gustave,4 
61110 ,13172 ,Scott Fargas,7 
61110 ,287689 ,Edward Pudding,7 
61110 ,312100 ,Chadwick (voice),6 
61110 ,329833 ,VIP,5 
61110 ,411873 ,Bishop Bartolomeo,6 
61111 ,16980 ,Holly,8 
61114 ,296192 ,Himself - Roaster,3 
61133 ,146578 ,Anthony,5 
61134 ,2252 ,Tatiana (voice),11 
61134 ,381015 ,Emily,1 
61144 ,29794 ,Ben White,2 
61150 ,27441 ,Gus,4 
61153 ,25066 ,Strom,3 
61153 ,46230 ,Van Vandameer,1 
61164 ,359245 ,Sheriff Andrews,4 
61178 ,52067 ,Bree,5 
61178 ,89008 ,Vanessa Walling,2 
61178 ,157380 ,Dalia,3 
61178 ,157823 ,Surprise,2 
61178 ,313922 ,Sam,2 
61178 ,347689 ,Bella,2 
61178 ,351242 ,Lola,7 
61216 ,1813 ,Mitch Weaver,10 
61241 ,19342 ,Darkman,13 
61241 ,27381 ,Frank,7 
61303 ,25167 ,Albert F. Peterson,1 
61344 ,14138 ,Pat,4 
61363 ,13971 ,Freddie Kingsley,1 
61363 ,226857 ,David Elliot,0 
61364 ,19166 ,Al B (as Asher D),6 
61409 ,9889 ,Jen,16 
61510 ,9987 ,Alex Borden,5 
61510 ,86812 ,Peter Aitken,1 
61530 ,173672 ,The Scientist,5 
61535 ,16083 ,Mechanic Enrique,2 
61541 ,9989 ,Teddy Chin,8 
61541 ,15691 ,Chang Lee,4 
61541 ,25450 ,Nick,10 
61544 ,126277 ,Dr. Grant,16 
61545 ,9884 ,Ronnie,10 
61555 ,15066 ,Samantha Jensen,3 
61556 ,65364 ,Caroline Muchey,2 
61566 ,13723 ,Gomez,6 
61568 ,272878 ,Cartel leader,9 
61584 ,119324 ,DCI Shefford,7 
61659 ,44040 ,Detective Bowden,0 
61659 ,111172 ,Dave,0 
61659 ,259695 ,Dion Bartolo,3 
61660 ,60703 ,Attorney Marlowe King,5 
61660 ,113209 ,Sid Gomez,1 
61697 ,14290 ,Han,2 
61784 ,205584 ,Anubis,10 
61829 ,10320 ,Betsy,8 
61829 ,95807 ,Detective Deedee Bowen,2 
61831 ,171759 ,Allie,1 
61880 ,15310 ,Molly Bell,2 
61892 ,34231 ,Valerie Mills,4 
61912 ,256092 ,Tabloid Reporter,10 
61914 ,256092 ,Agent Walker,3 
61961 ,55922 ,Dr. Omar Olson,8 
61962 ,10567 ,Aladar (voice),0 
61964 ,11508 ,Grandma Addams,6 
61965 ,336313 ,Asmoday (voice),21 
61980 ,45725 ,Vice Principal Metz,4 
61981 ,540 ,Mr. Phipps,9 
61981 ,5494 ,Tarik,3 
